x-axis,1
second,Volt
-69.0000E-06,
-68.7500E-06,+156.4120501E-03
-68.5000E-06,+76.0100409E-03
-68.2500E-06,+156.4120501E-03
-68.0000E-06,+76.0100409E-03
-67.7500E-06,+76.0100409E-03
-67.5000E-06,+76.0100409E-03
-67.2500E-06,+76.0100409E-03
-67.0000E-06,+76.0100409E-03
-66.7500E-06,+76.0100409E-03
-66.5000E-06,+76.0100409E-03
-66.2500E-06,+156.4120501E-03
-66.0000E-06,+156.4120501E-03
-65.7500E-06,+156.4120501E-03
-65.5000E-06,+156.4120501E-03
-65.2500E-06,+236.8140593E-03
-65.0000E-06,+236.8140593E-03
-64.7500E-06,+236.8140593E-03
-64.5000E-06,+317.2160685E-03
-64.2500E-06,+317.2160685E-03
-64.0000E-06,+236.8140593E-03
-63.7500E-06,+236.8140593E-03
-63.5000E-06,+317.2160685E-03
-63.2500E-06,+236.8140593E-03
-63.0000E-06,+236.8140593E-03
-62.7500E-06,+236.8140593E-03
-62.5000E-06,+317.2160685E-03
-62.2500E-06,+236.8140593E-03
-62.0000E-06,+156.4120501E-03
-61.7500E-06,+236.8140593E-03
-61.5000E-06,+317.2160685E-03
-61.2500E-06,+156.4120501E-03
-61.0000E-06,+236.8140593E-03
-60.7500E-06,+156.4120501E-03
-60.5000E-06,+317.2160685E-03
-60.2500E-06,+236.8140593E-03
-60.0000E-06,+236.8140593E-03
-59.7500E-06,+236.8140593E-03
-59.5000E-06,+236.8140593E-03
-59.2500E-06,+236.8140593E-03
-59.0000E-06,+236.8140593E-03
-58.7500E-06,+156.4120501E-03
-58.5000E-06,+236.8140593E-03
-58.2500E-06,+317.2160685E-03
-58.0000E-06,+317.2160685E-03
-57.7500E-06,+317.2160685E-03
-57.5000E-06,+236.8140593E-03
-57.2500E-06,+317.2160685E-03
-57.0000E-06,+317.2160685E-03
-56.7500E-06,+317.2160685E-03
-56.5000E-06,+317.2160685E-03
-56.2500E-06,+317.2160685E-03
-56.0000E-06,+317.2160685E-03
-55.7500E-06,+317.2160685E-03
-55.5000E-06,+236.8140593E-03
-55.2500E-06,+236.8140593E-03
-55.0000E-06,+236.8140593E-03
-54.7500E-06,+156.4120501E-03
-54.5000E-06,+156.4120501E-03
-54.2500E-06,+156.4120501E-03
-54.0000E-06,+76.0100409E-03
-53.7500E-06,+76.0100409E-03
-53.5000E-06,+76.0100409E-03
-53.2500E-06,+76.0100409E-03
-53.0000E-06,+76.0100409E-03
-52.7500E-06,+156.4120501E-03
-52.5000E-06,+156.4120501E-03
-52.2500E-06,+76.0100409E-03
-52.0000E-06,+156.4120501E-03
-51.7500E-06,+236.8140593E-03
-51.5000E-06,+236.8140593E-03
-51.2500E-06,+236.8140593E-03
-51.0000E-06,+236.8140593E-03
-50.7500E-06,+317.2160685E-03
-50.5000E-06,+317.2160685E-03
-50.2500E-06,+317.2160685E-03
-50.0000E-06,+317.2160685E-03
-49.7500E-06,+397.6180777E-03
-49.5000E-06,+317.2160685E-03
-49.2500E-06,+397.6180777E-03
-49.0000E-06,+397.6180777E-03
-48.7500E-06,+397.6180777E-03
-48.5000E-06,+317.2160685E-03
-48.2500E-06,+317.2160685E-03
-48.0000E-06,+317.2160685E-03
-47.7500E-06,+236.8140593E-03
-47.5000E-06,+156.4120501E-03
-47.2500E-06,+76.0100409E-03
-47.0000E-06,+76.0100409E-03
-46.7500E-06,+76.0100409E-03
-46.5000E-06,-4.3919682E-03
-46.2500E-06,-84.7939774E-03
-46.0000E-06,-84.7939774E-03
-45.7500E-06,-84.7939774E-03
-45.5000E-06,-84.7939774E-03
-45.2500E-06,-84.7939774E-03
-45.0000E-06,-84.7939774E-03
-44.7500E-06,-165.1959866E-03
-44.5000E-06,-165.1959866E-03
-44.2500E-06,-84.7939774E-03
-44.0000E-06,-165.1959866E-03
-43.7500E-06,-4.3919683E-03
-43.5000E-06,-4.3919683E-03
-43.2500E-06,-84.7939774E-03
-43.0000E-06,-4.3919683E-03
-42.7500E-06,-84.7939774E-03
-42.5000E-06,-4.3919683E-03
-42.2500E-06,-4.3919683E-03
-42.0000E-06,-4.3919683E-03
-41.7500E-06,-84.7939774E-03
-41.5000E-06,-4.3919682E-03
-41.2500E-06,-4.3919682E-03
-41.0000E-06,+76.0100409E-03
-40.7500E-06,+76.0100409E-03
-40.5000E-06,+76.0100409E-03
-40.2500E-06,+76.0100409E-03
-40.0000E-06,+76.0100409E-03
-39.7500E-06,+76.0100409E-03
-39.5000E-06,+156.4120501E-03
-39.2500E-06,+156.4120501E-03
-39.0000E-06,+156.4120501E-03
-38.7500E-06,+156.4120501E-03
-38.5000E-06,+156.4120501E-03
-38.2500E-06,+236.8140593E-03
-38.0000E-06,+236.8140593E-03
-37.7500E-06,+156.4120501E-03
-37.5000E-06,+236.8140593E-03
-37.2500E-06,+156.4120501E-03
-37.0000E-06,+156.4120501E-03
-36.7500E-06,+156.4120501E-03
-36.5000E-06,+236.8140593E-03
-36.2500E-06,+156.4120501E-03
-36.0000E-06,+156.4120501E-03
-35.7500E-06,+76.0100409E-03
-35.5000E-06,+156.4120501E-03
-35.2500E-06,+76.0100409E-03
-35.0000E-06,+156.4120501E-03
-34.7500E-06,-4.3919682E-03
-34.5000E-06,+76.0100409E-03
-34.2500E-06,+76.0100409E-03
-34.0000E-06,-4.3919683E-03
-33.7500E-06,-84.7939774E-03
-33.5000E-06,-165.1959866E-03
-33.2500E-06,-165.1959866E-03
-33.0000E-06,-245.5979958E-03
-32.7500E-06,-245.5979958E-03
-32.5000E-06,-245.5979958E-03
-32.2500E-06,-245.5979958E-03
-32.0000E-06,-245.5979958E-03
-31.7500E-06,-245.5979958E-03
-31.5000E-06,-245.5979958E-03
-31.2500E-06,-165.1959866E-03
-31.0000E-06,-84.7939774E-03
-30.7500E-06,-84.7939774E-03
-30.5000E-06,-4.3919683E-03
-30.2500E-06,-4.3919683E-03
-30.0000E-06,+76.0100409E-03
-29.7500E-06,+76.0100409E-03
-29.5000E-06,+76.0100409E-03
-29.2500E-06,+76.0100409E-03
-29.0000E-06,+76.0100409E-03
-28.7500E-06,+76.0100409E-03
-28.5000E-06,+156.4120501E-03
-28.2500E-06,+76.0100409E-03
-28.0000E-06,-4.3919682E-03
-27.7500E-06,+76.0100409E-03
-27.5000E-06,+76.0100409E-03
-27.2500E-06,-4.3919683E-03
-27.0000E-06,-4.3919682E-03
-26.7500E-06,-84.7939774E-03
-26.5000E-06,-84.7939774E-03
